survey_timestamp,participant_class,college ,department,Gender,race,computer_user_type,pc/laptop,purchase_year,screen_size,screen_size_other,warranty,webcam,computer_rating,computer_model,computer_ownership,os,os_version,processor,memory,harddisk,data_sizein_computer,data_backup,backup_method,external_backup_disk_brand,cloud_brand,backup_freq,automatic_backup,loss_of_data,have-secondary_computer,secondary_primary_sync,have_smartphone,smartphone_brand,smartphone_model,have_smartwatch,smartwatch_brand,smartwatch_model,confidence_level_on_sw_installation,internet_speed,internet_connection_reliability,Completion_status
7/29/2020 16:17,Junior,College of Liberal Arts and Social Sciences,English,Male,Asian American,Standard User [document writing/email/web],Laptop,2019,14'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Other,4 GB,128 GB,< 100 GB,No,,,,,,Yes,No,,Yes,Other,Other,No,,,Somewhat confident,< 100 Mbps,Good,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Pro,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Asian American,Standard User [document writing/email/web],Laptop,2016,15'',,1 year,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/29/2020 16:52,Doctoral Student (PhD),College of Liberal Arts and Social Sciences,History,Male,White,Standard User [document writing/email/web],Laptop,2015,15'',,No,External,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,1 TB,100 GB - 500 GB,Yes,External backup disk,Seagate,,Monthly,No,No,Yes,No,Yes,Samsung,Samsung Galaxy,No,,,Somewhat confident,< 100 Mbps,Good,Complete
7/29/2020 17:03,Sophomore,College of Liberal Arts and Social Sciences,Psychology,Non-binary/non-conforming,Multiracial,Standard User [document writing/email/web],Desktop,2015,Other,22,No,External,Excellent,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,8 GB,1 TB,100 GB - 500 GB,No,,,,,,No,Yes,Yes,Yes,iPhone,IPhone SE,No,,,Very confident,100 - 300 Mbps,Excellent,Complete
7/29/2020 17:12,Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Male,African American,Standard User [document writing/email/web],Laptop,2018,14'',,No,No,Excellent,Other,Own,Chrome OS,Windows 10 Home,Intel Core i7,16 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Other,No,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Neutral,> 500 Mbps,Excellent,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,High Sierra,Intel Core i5,> 32 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Other,No,No,No,,Yes,iPhone,iPhone X Series,No,,,,,,Incomplete
7/29/2020 17:36,Senior,College of Liberal Arts and Social Sciences,English,Male,Hispanic,Standard User [document writing/email/web],Laptop,2017,17'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,512 GB,100 GB - 500 GB,Yes,External backup disk,Other,,Other,No,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Somewhat confident,100 - 300 Mbps,Good,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,White,Standard User [document writing/email/web],Laptop,2017,14'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Chrome OS,High Sierra,Other,16 GB,128 GB,100 GB - 500 GB,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,College of Liberal Arts and Social Sciences,Psychology,Female,International (visa holders),Standard User [document writing/email/web],Laptop,2015,Other,11.6,No,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,Other,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Average,Apple Macbook Air,Own,Chrome OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2019,17'',,No,Built-in to my computer,Good,Other,Own,Chrome OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/29/2020 19:50,Junior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,African American,Standard User [document writing/email/web],Desktop,2012,17'',,No,No,Fair,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,1 TB,500 GB - 1 TB,No,,,,,,Yes,Yes,No,Yes,Samsung,Other,Yes,Other,Other,Somewhat confident,100 - 300 Mbps,Excellent,Complete
7/29/2020 20:51,Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,15'',,No,Built-in to my computer,Fair,Other,Own,Windows OS,Windows 10 Home,Other,4 GB,512 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,Other,Other,No,,,Somewhat confident,100 - 300 Mbps,Average,Complete
7/29/2020 21:37,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,African American,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Neutral,< 100 Mbps,Good,Complete
[not completed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/30/2020 0:59,Senior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Desktop,2019,17'',,No,External,Excellent,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,8 GB,1 TB,500 GB - 1 TB,No,,,,,,No,Yes,Yes,Yes,iPhone,iPhone X Series,No,,,Very confident,100 - 300 Mbps,Excellent,Complete
7/30/2020 9:32,Freshman,College of Liberal Arts and Social Sciences,Sociology,Prefer Not to Say,White,Standard User [document writing/email/web],Laptop,2018,15'',,No,Built-in to my computer,Good,Dell Inspiron 7000,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Moderately confident,> 500 Mbps,Excellent,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Political Science,Female,Hispanic,Standard User [document writing/email/web],Laptop,2014,13'',,No,Built-in to my computer,Poor,Lenovo ThinkPad,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/30/2020 9:56,Freshman,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Male,White,Standard User [document writing/email/web],Laptop,2020,15'',,1 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Windows 10 Pro,Intel Core i7,32 GB,1 TB,500 GB - 1 TB,Yes,Cloud,,Apple iCloud,Monthly,Yes,No,No,,Yes,iPhone,iPhone X Series,No,,,Somewhat confident,100 - 300 Mbps,Average,Complete
7/30/2020 10:35,Freshman,College of Liberal Arts and Social Sciences,Political Science,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Good,Microsoft Surface,Other,Windows OS,Windows 10 Pro,Intel Core i7,16 GB,256 GB,500 GB - 1 TB,No,,,,,,No,No,,Yes,iPhone,iPhone 8,No,,,Not confident,100 - 300 Mbps,Average,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,14'',,1 year,Built-in to my computer,Good,Other,Own,Chrome OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/30/2020 11:01,Senior,College of Liberal Arts and Social Sciences,Political Science,Male,Hispanic,Standard User [document writing/email/web],Desktop,2015,17'',,No,Built-in to my computer,Average,Other,Own,Mac OS,Mojave,AMD Ryzen,4 GB,512 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,Yes,Apple Watch,Apple Watch 2,Neutral,100 - 300 Mbps,Good,Complete
7/30/2020 11:15,Junior,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,512 GB,< 100 GB,No,,,,,,Yes,No,,Yes,iPhone,iPhone 8,No,,,Moderately confident,100 - 300 Mbps,Excellent,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Asian American,Standard User [document writing/email/web],Laptop,2016,Other,"11""",No,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,Mojave,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/30/2020 14:42,Junior,College of Liberal Arts and Social Sciences,Hispanic Studies,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,15'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,4 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Monthly,Yes,No,No,,Yes,iPhone,iPhone 8,Yes,Apple Watch,Apple Watch 5,Neutral,300 - 500 Mbps,Average,Complete
7/30/2020 15:02,Senior,College of Liberal Arts and Social Sciences,Political Science,Female,White,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Good,Dell Inspiron 3000,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,128 GB,500 GB - 1 TB,Yes,Cloud,,Google Drive,Monthly,No,Yes,No,,Yes,iPhone,iPhone X Series,No,,,Somewhat confident,100 - 300 Mbps,Fair,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Psychology,Female,African American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/30/2020 16:15,Post-Baccalaureate (non-degree option),College of Natural Sciences and Mathematics,Biology and Biochemistry,Female,White,Standard User [document writing/email/web],Laptop,2016,13'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,High Sierra,Intel Core i5,8 GB,512 GB,100 GB - 500 GB,Yes,External backup disk,,,Other,No,No,No,,Yes,iPhone,iPhone 8,Yes,Apple Watch,Apple Watch 3,Moderately confident,< 100 Mbps,Good,Complete
7/30/2020 16:02,Sophomore,College of Liberal Arts and Social Sciences,Economics,Male,Hispanic,Power User [... plus programming/analytics],Desktop,2015,Other,34,No,No,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,> 1 TB,> 1 TB,Yes,Cloud,,Google Drive,Weekly,Yes,Yes,Yes,Yes,Yes,Samsung,Samsung Galaxy,Yes,Samsung,Samsung Galaxy Watch,Moderately confident,> 500 Mbps,Good,Complete
7/30/2020 16:53,Freshman,College of Liberal Arts and Social Sciences,Philosophy,Female,Hispanic,Standard User [document writing/email/web],Laptop,2016,17'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,1 TB,500 GB - 1 TB,No,,,,,,No,Yes,No,Yes,Samsung,Samsung Galaxy J7 Prime,No,,,Neutral,100 - 300 Mbps,Excellent,Complete
7/30/2020 17:45,Sophomore,College of Liberal Arts and Social Sciences,Health and Human Performance,Male,White,Standard User [document writing/email/web],Laptop,2018,13'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Pro,Intel Core i7,8 GB,512 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Monthly,No,No,No,,Yes,iPhone,iPhone 11,Yes,Apple Watch,Apple Watch 3,Moderately confident,100 - 300 Mbps,Excellent,Complete
7/30/2020 18:29,Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Male,African American,Standard User [document writing/email/web],Laptop,2020,15'',,1 year,Built-in to my computer,Excellent,Lenovo Yoga,Own,Windows OS,Windows 10 Home,Intel Core i5,16 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,Iphone 7,No,,,Moderately confident,100 - 300 Mbps,Average,Complete
7/30/2020 18:59,Sophomore,College of Liberal Arts and Social Sciences,Economics,Female,Hispanic,Standard User [document writing/email/web],Laptop,2017,14'',,No,Built-in to my computer,Fair,Other,Own,Windows OS,Windows 10 Home,Other,8 GB,512 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Somewhat confident,100 - 300 Mbps,Good,Complete
7/30/2020 19:32,Post-Baccalaureate (non-degree option),College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Prefer Not to Say,Prefer Not to Say,Standard User [document writing/email/web],Desktop,2014,15'',,No,External,Fair,Other,Own,Windows OS,Windows 10 Home,Other,8 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Not confident,100 - 300 Mbps,Average,Complete
7/30/2020 20:15,Freshman,College of Liberal Arts and Social Sciences,Political Science,Male,Asian American,Standard User [document writing/email/web],Laptop,2018,15'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,> 32 GB,512 GB,100 GB - 500 GB,Yes,Cloud,,Microsoft OneDrive,Daily,No,No,No,,Yes,iPhone,iPhone 8,No,,,Neutral,100 - 300 Mbps,Average,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Hispanic,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/31/2020 0:30,Sophomore,College of Natural Sciences and Mathematics,Computer Science,Male,White,Power User [... plus programming/analytics],Desktop,2020,Other,"28""",No,No,Excellent,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,16 GB,> 1 TB,> 1 TB,Yes,External backup disk,WD,,Other,No,No,Yes,No,Yes,Samsung,Samsung Galaxy,Yes,Samsung,Samsung Galaxy Watch,Very confident,100 - 300 Mbps,Excellent,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2017,17'',,1 year,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/31/2020 1:23,Junior,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2017,17'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,1 TB,100 GB - 500 GB,Yes,Cloud,,Microsoft OneDrive,Other,No,Yes,Yes,No,Yes,iPhone,iPhone 8,Yes,Fitbit,Fitbit Versa,Neutral,300 - 500 Mbps,Fair,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i9,8 GB,128 GB,100 GB - 500 GB,,,,,,,,,,,,,,,,,,,Incomplete
7/31/2020 10:13,Senior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Asian American,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Mojave,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Moderately confident,100 - 300 Mbps,Good,Complete
7/31/2020 11:53,Junior,College of Liberal Arts and Social Sciences,Other,Female,Hispanic,Standard User [document writing/email/web],Laptop,2014,15'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,512 GB,100 GB - 500 GB,Yes,External backup disk,Seagate,,Monthly,No,No,Yes,No,Yes,iPhone,Iphone 7S,No,,,Somewhat confident,300 - 500 Mbps,Good,Complete
7/31/2020 11:57,Junior,College of Liberal Arts and Social Sciences,English,Female,African American,Standard User [document writing/email/web],Laptop,2014,15'',,No,Built-in to my computer,Poor,Lenovo ThinkPad,Own,Windows OS,Windows 10 Home,Other,16 GB,512 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Not confident,100 - 300 Mbps,Poor,Complete
7/31/2020 13:20,Freshman,College of Liberal Arts and Social Sciences,Political Science,Female,Prefer Not to Say,Standard User [document writing/email/web],Laptop,2015,13'',,3 year,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i9,8 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Daily,Yes,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Very confident,300 - 500 Mbps,Excellent,Complete
7/31/2020 12:44,Freshman,College of Liberal Arts and Social Sciences,Psychology,Male,African American,Standard User [document writing/email/web],Laptop,2019,15'',,3 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Microsoft OneDrive,Monthly,Yes,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Moderately confident,300 - 500 Mbps,Excellent,Complete
7/31/2020 13:27,Senior,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2010,15'',,No,Built-in to my computer,Poor,Apple Macbook Pro,Own,Mac OS,Mojave,Intel Core i5,4 GB,512 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Neutral,> 500 Mbps,Good,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/31/2020 14:08,Freshman,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Average,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 6s,No,,,Neutral,< 100 Mbps,Fair,Complete
7/31/2020 14:42,Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i9,32 GB,256 GB,500 GB - 1 TB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 11,No,,,Neutral,300 - 500 Mbps,Good,Complete
7/31/2020 15:35,Freshman,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,15'',,No,Built-in to my computer,Good,Lenovo Yoga,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,< 100 GB,Yes,Cloud,,Google Drive,Monthly,No,No,No,,Yes,Google,Google Pixel 3a,No,,,Somewhat confident,< 100 Mbps,Good,Complete
7/31/2020 15:31,Senior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],Laptop,2010,17'',,No,No,Fair,Other,Own,Chrome OS,Windows 10 Home,Intel Core i7,16 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Not confident,100 - 300 Mbps,Good,Complete
[not completed],Post-Baccalaureate (second degree),College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Laptop,2010,13'',,No,Built-in to my computer,Fair,Apple Macbook Air,Own,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,College of Liberal Arts and Social Sciences,Other,Female,Asian American,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,512 GB,100 GB - 500 GB,,,,,,,,,,,,,,,,,,,Incomplete
